Tuck,halfling,male
aulwell,human,female
Ayda,human,female
bairwyll,human,female
chainlyrr,human,female
chainyaynn,human,female
Cileth,human,female
curureth,human,female
Daereth,human,female
dewweth,human,female
direll,human,female
Dwenlwen,human,female
Erinlen,human,female
Erinshea,human,female
Ethsa,human,female
Faearra,human,female
Faety,human,female
farinn,human,female
ferthall,human,female
Gaerann,human,female
Glaevara,human,female
gwalath,human,female
Gwenfa,human,female
Gwenreth,human,female
halyell,human,female
herareth,human,female
hoelarel,human,female
illynn,human,female
Jeyalle,human,female
lainlynn,human,female
Lanaye,human,female
lathayenn,human,female
lerorellen,human,female
loenerr,human,female
Maeeya,human,female
mirrayll,human,female
Moreshara,human,female
Moreyrr,human,female
Negwenn,human,female
nillyren,human,female
oerath,human,female
palthall,human,female
pwenwyll,human,female
Raelwen,human,female
raeniren,human,female
raethay,human,female
Redolen,human,female
Sira,human,female
Sivara,human,female
Taeda,human,female
taenothen,human,female
Taevalia,human,female
Tepinn,human,female
Tipinn,human,female
Tireya,human,female
Tirty,human,female
Tirvalia,human,female
tranwell,human,female
tyrorellen,human,female
wetharenn,human,female
wilthirren,human,female
amgrim,human,male
bowerstone,human,male
brengar,human,male
brenslade,human,male
celal,human,male
churlthon,human,male
cufffried,human,male
culbran,human,male
darkney,human,male
derowyn,human,male
dross,human,male
dwarmond,human,male
elfridge,human,male
endan,human,male
felllan,human,male
fellmas,human,male
flycester,human,male
flyolas,human,male
glarir,human,male
glarun,human,male
glenal,human,male
glenen,human,male
gorgerard,human,male
griman,human,male
grimdar,human,male
haftlisle,human,male
hornwood,human,male
ilan,human,male
ilnath,human,male
ilund,human,male
kar,human,male
karnal,human,male
kinfried,human,male
kolland,human,male
kolnath,human,male
krelnal,human,male
manhelm,human,male
marsfram,human,male
marslan,human,male
marsloch,human,male
oddvard,human,male
olun,human,male
orath,human,male
orgar,human,male
oxshaw,human,male
relend,human,male
rothath,human,male
rushtus,human,male
sowdower,human,male
telir,human,male
telstaff,human,male
thorthan,human,male
tirstaff,human,male
twigvald,human,male
ultar,human,male
wailtor,human,male
wormmour,human,male
yipcent,human,male
Aenel,eladrin,female
Aeneth,eladrin,female
Aenil,eladrin,female
Aglarebel,eladrin,female
Aglarebeth,eladrin,female
Aglarel,eladrin,female
Aglareth,eladrin,female
Aradhelel,eladrin,female
Aradheleth,eladrin,female
Arahaelel,eladrin,female
Arahaeleth,eladrin,female
Arahaelil,eladrin,female
Arel,eladrin,female
Areth,eladrin,female
Arnel,eladrin,female
Arneth,eladrin,female
Arodel,eladrin,female
Arodeth,eladrin,female
Arthel,eladrin,female
Arthes,eladrin,female
Arveldir,eladrin,female
Arveldis,eladrin,female
Arvellon,eladrin,female
Badhril,eladrin,female
Baingolel,eladrin,female
Baingoleth,eladrin,female
Baingolil,eladrin,female
Ballinel,eladrin,female
Ballineth,eladrin,female
Balrannel,eladrin,female
Balranneth,eladrin,female
Bannel,eladrin,female
Banneth,eladrin,female
Bedhessil,eladrin,female
Begil,eladrin,female
Belegel,eladrin,female
Belegeth,eladrin,female
Belegil,eladrin,female
Bellinil,eladrin,female
Belrennil,eladrin,female
Bennil,eladrin,female
Bodhessel,eladrin,female
Bodhesseth,eladrin,female
Bogel,eladrin,female
Bogeth,eladrin,female
Boridhren,eladrin,female
Brannel,eladrin,female
Branneth,eladrin,female
Brennil,eladrin,female
Camaenel,eladrin,female
Camaeneth,eladrin,female
Camaenil,eladrin,female
Canadiel,eladrin,female
Cellinel,eladrin,female
Cellineth,eladrin,female
Cellinil,eladrin,female
Cleril,eladrin,female
Clorel,eladrin,female
Cloreth,eladrin,female
Curulaerel,eladrin,female
Curulaereth,eladrin,female
Curulaeril,eladrin,female
Daerel,eladrin,female
Daereth,eladrin,female
Daeril,eladrin,female
Daeris,eladrin,female
Edledhril,eladrin,female
Edlenel,eladrin,female
Edleneth,eladrin,female
Edlenil,eladrin,female
Edwenel,eladrin,female
Edweneth,eladrin,female
Edwenil,eladrin,female
Eglanel,eladrin,female
Eglaneth,eladrin,female
Eglenil,eladrin,female
Eglerebil,eladrin,female
Egleril,eladrin,female
Erchelil,eladrin,female
Eredhelil,eladrin,female
Eredil,eladrin,female
Eril,eladrin,female
Ernil,eladrin,female
Erthil,eladrin,female
Erthor,eladrin,female
Faelel,eladrin,female
Faeleth,eladrin,female
Faelil,eladrin,female
Gadorel,eladrin,female
Gadoreth,eladrin,female
Gannelel,eladrin,female
Ganneleth,eladrin,female
Gawadel,eladrin,female
Gawadeth,eladrin,female
Gederil,eladrin,female
Gelil,eladrin,female
Gelinnassel,eladrin,female
Gelinnasseth,eladrin,female
Gelinnessil,eladrin,female
Gennelil,eladrin,female
Gewedil,eladrin,female
Gilrin,eladrin,female
Glaerel,eladrin,female
Glaereth,eladrin,female
Glaeril,eladrin,female
Glamel,eladrin,female
Glameth,eladrin,female
Glemil,eladrin,female
Glirel,eladrin,female
Glireth,eladrin,female
Gliril,eladrin,female
Golel,eladrin,female
Goleth,eladrin,female
Haewel,eladrin,female
Haeweth,eladrin,female
Haewil,eladrin,female
Halel,eladrin,female
Haleth,eladrin,female
Helil,eladrin,female
Ialel,eladrin,female
Ialeth,eladrin,female
Ianwel,eladrin,female
Ianweth,eladrin,female
Ielil,eladrin,female
Ienil,eladrin,female
Ionel,eladrin,female
Ioneth,eladrin,female
Laerel,eladrin,female
Laereth,eladrin,female
Laergulel,eladrin,female
Laerguleth,eladrin,female
Laergulil,eladrin,female
Laeril,eladrin,female
Laerornel,eladrin,female
Laerorneth,eladrin,female
Laerornil,eladrin,female
Lainel,eladrin,female
Laineth,eladrin,female
Lainil,eladrin,female
Leithianel,eladrin,female
Leithianeth,eladrin,female
Leithienil,eladrin,female
Lennel,eladrin,female
Lenneth,eladrin,female
Lennil,eladrin,female
Linnor,eladrin,female
Lírel,eladrin,female
Líreth,eladrin,female
Líril,eladrin,female
Mainel,eladrin,female
Maineth,eladrin,female
Mainil,eladrin,female
Malrin,eladrin,female
Miniel,eladrin,female
Múlel,eladrin,female
Múleth,eladrin,female
Mýlil,eladrin,female
Nedil,eladrin,female
Nelel,eladrin,female
Neleth,eladrin,female
Neliel,eladrin,female
Nelil,eladrin,female
Ningannel,eladrin,female
Nodel,eladrin,female
Nodeth,eladrin,female
Norin,eladrin,female
Orchalel,eladrin,female
Orchaleth,eladrin,female
Parvel,eladrin,female
Parveth,eladrin,female
Pellam,eladrin,female
Pennel,eladrin,female
Penneth,eladrin,female
Pennil,eladrin,female
Pervil,eladrin,female
Pethel,eladrin,female
Pethes,eladrin,female
Pethil,eladrin,female
Remil,eladrin,female
Rínel,eladrin,female
Ríneth,eladrin,female
Rínil,eladrin,female
Riressil,eladrin,female
Rirossel,eladrin,female
Rirosseth,eladrin,female
Rivalel,eladrin,female
Rivaleth,eladrin,female
Rivelil,eladrin,female
Rivernil,eladrin,female
Rivornel,eladrin,female
Rivorneth,eladrin,female
Rochiriel,eladrin,female
Rodwen,eladrin,female
Romel,eladrin,female
Rometh,eladrin,female
Tadiel,eladrin,female
Talagan,eladrin,female
Tegelil,eladrin,female
Tegilbor,eladrin,female
Tegolel,eladrin,female
Tegoleth,eladrin,female
Túrel,eladrin,female
Túreth,eladrin,female
Týril,eladrin,female
Abonnenor,eladrin,male
Aenor,eladrin,male
Aglarebon,eladrin,male
Aglaron,eladrin,male
Angolon,eladrin,male
Aradhelon,eladrin,male
Arahaelon,eladrin,male
Arnor,eladrin,male
Arodon,eladrin,male
Aron,eladrin,male
Arthon,eladrin,male
Arveldir,eladrin,male
Arveldis,eladrin,male
Arvellon,eladrin,male
Bachor,eladrin,male
Badhor,eladrin,male
Badhron,eladrin,male
Belegon,eladrin,male
Bodhesson,eladrin,male
Bogon,eladrin,male
Brannor,eladrin,male
Brúnor,eladrin,male
Calardan,eladrin,male
Calaron,eladrin,male
Canadion,eladrin,male
Cennan,eladrin,male
Cílon,eladrin,male
Círon,eladrin,male
Cíwon,eladrin,male
Cloron,eladrin,male
Cúnor,eladrin,male
Daechir,eladrin,male
Daeron,eladrin,male
Damon,eladrin,male
Dringol,eladrin,male
Edenor,eladrin,male
Edwenor,eladrin,male
Elvedui,eladrin,male
Eron,eladrin,male
Erthor,eladrin,male
Faelon,eladrin,male
Gelinnasson,eladrin,male
Gernor,eladrin,male
Godon,eladrin,male
Gollor,eladrin,male
Goweston,eladrin,male
Gronnor,eladrin,male
Gulduron,eladrin,male
Gulon,eladrin,male
Guron,eladrin,male
Gurthon,eladrin,male
Guruthon,eladrin,male
Gwaedhon,eladrin,male
Gwainor,eladrin,male
Habadon,eladrin,male
Hádhon,eladrin,male
Hadlathon,eladrin,male
Halon,eladrin,male
Hamon,eladrin,male
Hodhon,eladrin,male
Hoston,eladrin,male
Ingemon,eladrin,male
Ioriston,eladrin,male
Ioron,eladrin,male
Iphannor,eladrin,male
Laebon,eladrin,male
Laergulon,eladrin,male
Lainor,eladrin,male
Lomon,eladrin,male
Lúthon,eladrin,male
Maeasson,eladrin,male
Mainor,eladrin,male
Methedon,eladrin,male
Methenor,eladrin,male
Methon,eladrin,male
Minion,eladrin,male
Mírdan,eladrin,male
Míwon,eladrin,male
Morgulon,eladrin,male
Nathon,eladrin,male
Nelion,eladrin,male
Nestor,eladrin,male
Nethon,eladrin,male
Orchalon,eladrin,male
Raevon,eladrin,male
Remon,eladrin,male
Rínor,eladrin,male
Rirosson,eladrin,male
Rivalton,eladrin,male
Rivornor,eladrin,male
Rochirion,eladrin,male
Rodwen,eladrin,male
Sainor,eladrin,male
Tadion,eladrin,male
Thavron,eladrin,male
Túron,eladrin,male
Uirebon,eladrin,male
Uiron,eladrin,male
Adrik,tiefling,male
Akim,tiefling,male
Alek,tiefling,male
Aleksandr,tiefling,male
Aleksi,tiefling,male
Aleksis,tiefling,male
Alexei,tiefling,male
Alik,tiefling,male
Aloyoshenka,tiefling,male
Aloysha,tiefling,male
Anatolii,tiefling,male
Andrei,tiefling,male
Andrusha,tiefling,male
Andrya,tiefling,male
Anstice,tiefling,male
Antinko,tiefling,male
Anton,tiefling,male
Antosha,tiefling,male
Arman,tiefling,male
Avel,tiefling,male
Bogdashha,tiefling,male
Bohdan,tiefling,male
Bolodenka,tiefling,male
Boris,tiefling,male
Borya,tiefling,male
Boryenka,tiefling,male
Brends,tiefling,male
Brody,tiefling,male
Burian,tiefling,male
Cheslav,tiefling,male
Czar,tiefling,male
Danya,tiefling,male
Demyan,tiefling,male
Dima,tiefling,male
Dimitri,tiefling,male
Edik,tiefling,male
Eduard,tiefling,male
Egor,tiefling,male
Evgenii,tiefling,male
Fabi,tiefling,male
Faddei,tiefling,male
Fadey,tiefling,male
Fadeyka,tiefling,male
Fedor,tiefling,male
Fedya,tiefling,male
Fedyenka,tiefling,male
Feliks,tiefling,male
Filip,tiefling,male
Fjodor,tiefling,male
Foma,tiefling,male
Fredek,tiefling,male
Fyodor,tiefling,male
Ganya,tiefling,male
Gav,tiefling,male
Gavrel,tiefling,male
Gavrie,tiefling,male
Gavril,tiefling,male
Gavrilovich,tiefling,male
Gennadi,tiefling,male
Gregori,tiefling,male
Grigor,tiefling,male
Grigori,tiefling,male
Grigorii,tiefling,male
Grisha,tiefling,male
Hedeon,tiefling,male
Helge,tiefling,male
Igor,tiefling,male
Igoryok,tiefling,male
Ilya,tiefling,male
Ioakim,tiefling,male
Iov,tiefling,male
Ivan,tiefling,male
Ivano,tiefling,male
Jascha,tiefling,male
Jasha,tiefling,male
Jeirgif,tiefling,male
Jermija,tiefling,male
Jov,tiefling,male
Jurg,tiefling,male
Karolek,tiefling,male
Kiril,tiefling,male
Kirill,tiefling,male
Kliment,tiefling,male
Konstantin,tiefling,male
Konstantine,tiefling,male
Kostya,tiefling,male
Laurente,tiefling,male
Leonide,tiefling,male
Lev,tiefling,male
Levka,tiefling,male
Luka,tiefling,male
Lukyan,tiefling,male
Maks,tiefling,male
Maksim,tiefling,male
Maksimillian,tiefling,male
Marko,tiefling,male
Markov,tiefling,male
Matvey,tiefling,male
Matysh,tiefling,male
Maxim,tiefling,male
Michail,tiefling,male
Mikhail,tiefling,male
Misha,tiefling,male
Mishe,tiefling,male
Moriz,tiefling,male
Motka,tiefling,male
Naum,tiefling,male
Nicolai,tiefling,male
Nikolai,tiefling,male
Oleg,tiefling,male
Olezka,tiefling,male
Ony,tiefling,male
Oral,tiefling,male
Orel,tiefling,male
Orell,tiefling,male
Oriel,tiefling,male
Orrel,tiefling,male
Osip,tiefling,male
Pabiyan,tiefling,male
Pavel,tiefling,male
PavIpv,tiefling,male
Pavlik,tiefling,male
Pavlo,tiefling,male
Pavlusha,tiefling,male
Pavlushka,tiefling,male
Pavlya,tiefling,male
Petenka,tiefling,male
Petrov,tiefling,male
Petya,tiefling,male
Pyotr,tiefling,male
Roman,tiefling,male
Romochka,tiefling,male
Rurik,tiefling,male
Sacha,tiefling,male
Sanya,tiefling,male
Sasha,tiefling,male
Semyon,tiefling,male
Serge,tiefling,male
Sergei,tiefling,male
Serguei,tiefling,male
Seriozha,tiefling,male
Seriozhenka,tiefling,male
Sevastian,tiefling,male
Shashenka,tiefling,male
Shura,tiefling,male
Shurik,tiefling,male
Shurochka,tiefling,male
Slavik,tiefling,male
Stanislov,tiefling,male
Stefan,tiefling,male
Stephan,tiefling,male
Stepka,tiefling,male
Tamryn,tiefling,male
Tasha,tiefling,male
Tolenka,tiefling,male
Tolya,tiefling,male
Tosya,tiefling,male
Tusya,tiefling,male
Uri,tiefling,male
Uriah,tiefling,male
Urie,tiefling,male
Ustin,tiefling,male
Vadim,tiefling,male
Valerii,tiefling,male
Valerik,tiefling,male
Vanechka,tiefling,male
Vanya,tiefling,male
Vanyusha,tiefling,male
Vas,tiefling,male
Vasilii,tiefling,male
Vasily,tiefling,male
Vassi,tiefling,male
Vassily,tiefling,male
Vasya,tiefling,male
Viktor,tiefling,male
Vitaliy,tiefling,male
Vitenka,tiefling,male
Vladik,tiefling,male
